timestamp,best_ask,best_bid,spread,mid_price,order_size,volatility,sim_price,side,is_taker
1747706057,106605.8,106605.7,0.10000000000582077,106605.75,84.98,0.0,106606.13739398171,sell,0
1747706057,106605.8,106605.7,0.10000000000582077,106605.75,142.75,0.0,106606.27336309108,buy,1
1747706057,106605.8,106605.7,0.10000000000582077,106605.75,143.37,0.0,106605.53096286522,sell,1
1747706057,106605.8,106605.7,0.10000000000582077,106605.75,144.72,0.0,106606.03646104857,buy,1
1747706057,106605.8,106605.7,0.10000000000582077,106605.75,144.34,0.0,106605.76447945382,buy,0
1747706057,106605.8,106605.7,0.10000000000582077,106605.75,144.34,0.0,106605.6710124449,buy,0
1747706057,106605.8,106605.7,0.10000000000582077,106605.75,144.34,0.0,106605.88001959608,sell,0
1747706058,106605.8,106605.7,0.10000000000582077,106605.75,15.48,0.0,106605.7354058975,sell,0
1747706058,106605.8,106605.7,0.10000000000582077,106605.75,15.56,0.0,106605.39945535384,sell,1
1747706058,106605.8,106605.7,0.10000000000582077,106605.75,12.81,0.0,106605.35297610368,sell,1
1747706058,106605.8,106605.7,0.10000000000582077,106605.75,8.63,0.0,106606.19807928681,sell,0
1747706058,106605.8,106605.7,0.10000000000582077,106605.75,8.63,0.0,106606.01527696945,sell,0
1747706058,106610.0,106609.9,0.10000000000582077,106609.95,167.84,1.164870412072174,106609.72061589059,sell,1
1747706058,106610.0,106609.9,0.10000000000582077,106609.95,159.73,1.5251733823243252,106609.99686187027,sell,0
1747706059,106610.0,106609.9,0.10000000000582077,106609.95,156.23,1.7389652095415276,106609.62819631945,sell,1
1747706059,106610.0,106609.9,0.10000000000582077,106609.95,156.95,1.8782971010985217,106610.24629000577,buy,1
1747706059,106634.3,106634.2,0.10000000000582077,106634.25,31.14,6.901534356256295,106634.38348855019,sell,0
1747706059,106634.3,106634.2,0.10000000000582077,106634.25,511.46,9.050446852796494,106634.02130505283,sell,1
1747706059,106628.1,106628.0,0.10000000000582077,106628.05,1058.69,9.736204815559962,106627.8886730002,sell,1
1747706059,106618.9,106618.8,0.09999999999126885,106618.85,177.25,9.645637137560435,106619.15338091101,buy,1
1747706059,106618.9,106618.8,0.09999999999126885,106618.85,153.92,9.699987791637193,106618.36183021803,sell,1
1747706059,106627.9,106627.8,0.09999999999126885,106627.85,58.11,10.211995011029323,106627.67016518903,sell,1
1747706059,106630.0,106629.9,0.10000000000582077,106629.95,237.6,10.731954253782572,106629.92629643907,buy,0
1747706059,106630.0,106629.9,0.10000000000582077,106629.95,220.08,11.089748703906821,106629.89481671505,buy,0
1747706059,106630.0,106629.9,0.10000000000582077,106629.95,191.46,11.300791774776277,106630.31752280478,buy,1
1747706059,106630.0,106629.9,0.10000000000582077,106629.95,224.32,11.373255794557087,106629.79509490279,sell,1
1747706059,106630.0,106629.9,0.10000000000582077,106629.95,281.67,11.309804782158208,106629.97209824946,buy,0
1747706060,106630.0,106629.9,0.10000000000582077,106629.95,288.17,11.108109887067107,106630.07823500317,buy,1
1747706060,106630.0,106629.9,0.10000000000582077,106629.95,553.37,10.760400109954759,106630.28998982455,sell,0
1747706060,106630.0,106629.9,0.10000000000582077,106629.95,545.0,10.251829105091337,106630.30474236113,sell,0
1747706060,106630.0,106629.9,0.10000000000582077,106629.95,583.24,9.55675016332479,106630.31349707828,sell,0
1747706060,106630.0,106629.9,0.10000000000582077,106629.95,591.84,8.630216195376912,106630.15042377685,buy,1
1747706060,106622.1,106622.0,0.10000000000582077,106622.05,2147.01,7.908414905389285,106621.69700112939,sell,1
1747706060,106622.1,106622.0,0.10000000000582077,106622.05,1615.37,7.059379725248651,106622.06374042422,sell,0
1747706060,106622.1,106622.0,0.10000000000582077,106622.05,1499.13,6.02960023113895,106621.9876337867,sell,1
1747706060,106622.1,106622.0,0.10000000000582077,106622.05,1479.54,4.701780177983746,106622.15853164857,buy,1
1747706060,106622.1,106622.0,0.10000000000582077,106622.05,1479.0,4.568093003013931,106622.43720613017,buy,1
1747706061,106622.1,106622.0,0.10000000000582077,106622.05,1325.75,4.34106462808797,106622.20299398593,sell,0
1747706061,106622.1,106622.0,0.10000000000582077,106622.05,1236.71,4.418215881882549,106622.24355453838,sell,0
1747706061,106622.1,106622.0,0.10000000000582077,106622.05,1236.31,4.199323253745605,106621.82559529036,buy,0
1747706061,106622.1,106622.0,0.10000000000582077,106622.05,1269.95,3.961578632708929,106622.17116609708,sell,0
1747706061,106622.1,106622.0,0.10000000000582077,106622.05,813.18,4.052614490733372,106622.16734718991,sell,0
1747706061,106622.1,106622.0,0.10000000000582077,106622.05,834.59,4.0323005057159484,106621.83071948966,buy,0
1747706061,106622.1,106622.0,0.10000000000582077,106622.05,775.39,3.970735050602348,106622.0488666528,sell,0
1747706061,106622.1,106622.0,0.10000000000582077,106622.05,788.69,3.865947830940935,106622.15008608806,buy,1
1747706061,106622.1,106622.0,0.10000000000582077,106622.05,788.61,3.7142825332521183,106621.79333865471,buy,0
1747706061,106622.1,106622.0,0.10000000000582077,106622.05,788.52,3.509667100720036,106622.26633739973,buy,1
1747706062,106622.1,106622.0,0.10000000000582077,106622.05,764.77,3.2420915925866978,106621.92610171538,buy,0
1747706062,106622.1,106622.0,0.10000000000582077,106622.05,764.77,2.894145633404801,106622.44286958073,buy,1
1747706062,106622.1,106622.0,0.10000000000582077,106622.05,291.04,2.4315686944400237,106622.23891739541,buy,1
1747706062,106622.1,106622.0,0.10000000000582077,106622.05,287.18,1.7664937022235323,106621.77832881353,sell,1
1747706062,106622.1,106622.0,0.10000000000582077,106622.05,287.22,0.0,106621.7887739682,buy,0
1747706062,106622.1,106622.0,0.10000000000582077,106622.05,321.21,0.0,106622.59297127173,buy,1
1747706062,106622.1,106622.0,0.10000000000582077,106622.05,176.45,0.0,106621.80344052684,buy,0
1747706062,106622.1,106622.0,0.10000000000582077,106622.05,138.6,0.0,106622.52030471349,buy,1
1747706062,106622.1,106622.0,0.10000000000582077,106622.05,197.78,0.0,106622.20723152901,sell,0
1747706062,106622.1,106622.0,0.10000000000582077,106622.05,198.9,0.0,106622.43743949258,sell,0
1747706063,106622.1,106622.0,0.10000000000582077,106622.05,206.93,0.0,106622.14342020132,sell,0
